assignment_id,assignment_type,due_date,longevity,value
31218,Project,626201.08,1.35,1
31219,Reading,506458.29,27.3,2
31220,Coding assignment,715709.37,22.59,2
31221,Coding assignment,412342.35,3.36,5
31222,Presentation,691143.84,4.18,3
31223,Presentation,386508.86,5.58,2
31224,Lab report,756510.19,18.82,2
31225,Coding assignment,797117.73,2.44,2
31226,Presentation,411084.17,17.94,4
31227,Lab report,208721.12,7.48,1
31228,Project,287413.54,5.79,3
31229,Math problems,248534.1,3.31,2
31230,Lab report,124497.31,12.57,2
31231,Research paper,103440.53,16.96,3
31232,Math problems,435497.01,26.29,1
31233,Math problems,126599.75,4.78,2
31234,Coding assignment,605211.64,25.04,2
31235,Coding assignment,506629.65,7.46,1
31236,Essay,406757.43,9.89,5
31237,Project,688318.6,1.95,1
31238,Reading,140335.47,9.3,1
31239,Study for test,88293.17,15.13,2
31240,Coding assignment,709110.86,15.21,2
31241,Presentation,420349.94,4.63,4
31242,Research paper,738634.14,10.73,4
31243,Discussion post,703181.14,4.09,4
31244,Discussion post,801683.15,28.37,3
31245,Coding assignment,57082.78,14.75,5
31246,Reading,233266.64,4.47,3
31247,Coding assignment,300099.79,13.66,2
31248,Coding assignment,429068.36,18.98,5
31249,Math problems,101804.41,7.77,2
31250,Lab report,271121.08,5.03,3
31251,Coding assignment,507938.8,14.69,5
31252,Math problems,861221.5,6.23,5
31253,Presentation,411413.36,5.88,2
31254,Study for test,829786.46,10.62,5
31255,Project,584203.03,11.47,3
31256,Reading,411049.23,7.79,1
31257,Math problems,710627.75,15.81,3
31258,Discussion post,321158.73,15.74,3
31259,Coding assignment,38631.81,2.04,4
31260,Project,597783.01,4.85,2
31261,Math problems,806967.03,5.56,3
31262,Coding assignment,58474.73,9.61,3
31263,Reading,417051.14,12.84,2
31264,Lab report,307557.8,14.24,5
31265,Coding assignment,693948.2,1.16,1
31266,Coding assignment,461669.69,17.37,3
31267,Coding assignment,265443.09,9.25,5
31268,Essay,840070.93,29.57,4
31269,Project,537837.84,4.16,5
31270,Study for test,606156.42,24.21,5
31271,Research paper,524599.14,5.65,2
31272,Discussion post,170406.63,11.33,1
31273,Research paper,298680.03,9.73,4
31274,Math problems,510897.38,6.66,5
31275,Math problems,844057.49,6.43,1
31276,Research paper,31503.17,22.85,3
31277,Math problems,409385.36,11.25,2
31278,Study for test,778843.47,5.16,2
31279,Discussion post,422731.65,24.84,1
31280,Study for test,234103.48,4.28,4
31281,Math problems,56510.27,8.52,1
31282,Math problems,555360.43,6.65,1
31283,Essay,335040.9,5.36,4
31284,Presentation,699579.51,9.87,2
31285,Project,27871.63,27.06,5
31286,Coding assignment,294037.2,20.03,3
31287,Lab report,2933.3,3.23,1
31288,Lab report,124758.85,18.34,3
31289,Lab report,420261.78,2.11,1
31290,Study for test,164380.27,4.63,2
31291,Presentation,724801.14,4.81,3
31292,Coding assignment,5796.92,2.7,5
31293,Reading,663615.41,1.08,1
31294,Lab report,331513.61,9.76,4
31295,Essay,638969.81,6.93,4
31296,Essay,804327.17,22.14,4
31297,Project,161691.38,8.81,4
31298,Study for test,797601.04,11.43,3
31299,Study for test,531882.21,13.85,2
31300,Discussion post,834445.17,11.24,1
31301,Lab report,373184.41,5.91,3
31302,Coding assignment,141873.09,19.94,3
31303,Presentation,345616.01,8.75,2
31304,Reading,699271.25,5.42,5
31305,Discussion post,414490.15,10.88,4
31306,Coding assignment,478302.71,17.22,4
31307,Coding assignment,277081.22,5.94,2
31308,Study for test,451920.26,4.31,2
31309,Discussion post,667613.7,3.83,3
31310,Lab report,27951.38,5.2,2
31311,Reading,327122.34,5.83,2
31312,Coding assignment,863384.42,17.53,4
31313,Math problems,827615.9,8.45,2
31314,Essay,72425.25,18.03,4
31315,Essay,798424.52,2.1,5
31316,Research paper,458633.43,12.08,2
31317,Lab report,115448.86,6.31,1
31318,Discussion post,788598.06,12.37,5
31319,Reading,580052.38,5.93,2
31320,Lab report,629637.47,1.06,1
31321,Project,430824.79,18.73,2
31322,Study for test,145350.68,8.55,1
31323,Discussion post,60070.78,8.67,5
31324,Research paper,867495.16,2.45,5
31325,Essay,740587.74,22.95,3
31326,Math problems,737154.56,2.76,1
31327,Math problems,11056.97,21.3,4
31328,Essay,5295.88,13.31,4
31329,Presentation,273715.42,2.59,4
31330,Coding assignment,664300.42,5.99,1
31331,Math problems,178807.98,9.53,4
31332,Presentation,428056.28,9.39,1
31333,Math problems,758148.17,5.33,2
31334,Presentation,199288.37,6.67,1
31335,Lab report,658092.04,28.1,4
31336,Coding assignment,816147.85,10.29,1
31337,Math problems,92083.3,13.29,5
31338,Project,388005.3,26.38,4
31339,Coding assignment,213380.05,7.48,5
31340,Presentation,707113.01,1.37,4
31341,Discussion post,711526.13,24.08,4
31342,Lab report,802220.56,12.57,1
31343,Lab report,473192.61,5.46,5
31344,Project,672298.96,3.62,2
31345,Project,5623.93,9.43,2
31346,Reading,640653.78,2.1,4
31347,Discussion post,290961.21,10.44,4
31348,Project,225438.97,17.62,2
31349,Math problems,172731.64,8.71,4
31350,Study for test,27049.86,22.04,2
31351,Discussion post,221096.08,14.16,5
31352,Study for test,194054.84,3.73,4
31353,Coding assignment,276707.01,22.29,3
31354,Project,687886.04,4.15,1
31355,Math problems,168462.31,10.08,5
31356,Coding assignment,566303.37,8.96,3
31357,Study for test,479510.93,16.66,5
31358,Presentation,783306.2,3.67,1
31359,Reading,356544.29,5.67,1
31360,Coding assignment,296858.71,1.74,4
31361,Study for test,80498.28,15.03,1
31362,Study for test,804996.37,7.29,2
31363,Math problems,417855.63,1.01,4
31364,Lab report,460306.75,12.01,5
31365,Essay,797969.76,9.38,3
31366,Presentation,102469.82,20.19,1
31367,Discussion post,212881.86,6.77,4
31368,Study for test,431438.84,1.08,1
31369,Lab report,284575.57,10.89,5
31370,Research paper,192824.94,22.57,4
31371,Project,90826.92,10.64,2
31372,Discussion post,349896.5,6.51,2
31373,Essay,141858.8,4.06,1
31374,Project,322507.93,8.19,5
31375,Reading,869091.02,5.7,1
31376,Presentation,310910.94,2.64,1
31377,Reading,194998.34,4.42,4
31378,Presentation,228380.3,9.03,4
31379,Lab report,582308.31,13.98,2
31380,Reading,514549.73,7.55,5
31381,Reading,370969.51,10.71,2
31382,Coding assignment,810908.98,5.29,3
31383,Math problems,744159.32,9.1,4
31384,Presentation,194043.56,6.31,1
31385,Reading,459571.13,2.93,2
31386,Lab report,569913.25,7.01,1
31387,Research paper,358014.41,7.09,4
31388,Lab report,349644.77,7.25,2
31389,Math problems,694699.46,8.13,3
31390,Discussion post,782032.22,6.22,4
31391,Presentation,644003.51,22.18,4
31392,Coding assignment,45645.09,2.87,2
31393,Research paper,227926.91,7.15,3
31394,Study for test,397009.9,15.74,1
31395,Project,82247.21,8.28,2
31396,Coding assignment,635963.39,15.5,4
31397,Study for test,793722.27,4.42,2
31398,Reading,489082.04,3.65,5
31399,Presentation,439766.27,19.37,3
31400,Essay,649280.06,5.77,3
31401,Math problems,667313.93,9.38,1
31402,Math problems,709811.31,5.75,4
31403,Coding assignment,835853.95,4.11,5
31404,Reading,649994.94,7.45,3
31405,Discussion post,655625.74,10.98,5
31406,Reading,343573.01,18.79,4
31407,Math problems,42055.41,4.75,1
31408,Study for test,49343.21,13.06,5
31409,Reading,668969.44,2.22,2
31410,Presentation,13529.13,2.79,5
31411,Math problems,667557.41,25.79,4
31412,Essay,870954.92,6.1,2
31413,Project,23714.7,7.31,2
31414,Coding assignment,335871.31,9.71,3
31415,Discussion post,465902.85,8.96,4
31416,Reading,529265.4,23.94,3
31417,Research paper,841368.56,12.54,2
31418,Reading,612935.69,18.32,2
31419,Math problems,801290.6,4.6,1
31420,Presentation,632616.01,5.09,1
31421,Project,239652.43,15.39,1
31422,Reading,798481.75,24.43,1
31423,Coding assignment,333951.65,27.44,4
31424,Study for test,620950.99,6.85,5
31425,Coding assignment,591477.72,12.33,2
31426,Project,744409.05,7.7,5
31427,Lab report,840909.76,2.95,4
31428,Lab report,277455.75,7.01,3
31429,Presentation,57131.39,4.72,1
31430,Lab report,498820.43,12.38,1
31431,Discussion post,721173.05,4.78,5
31432,Study for test,338330.86,5.33,2
31433,Math problems,382808.75,8.52,4
31434,Discussion post,680409.85,5.09,4
31435,Study for test,804192.39,2.62,1
31436,Presentation,263924.77,5.17,1
31437,Lab report,855932.9,15.58,3
31438,Presentation,566991.91,3.69,2
31439,Math problems,126034.14,17.61,2
31440,Lab report,695931.23,13.43,4
31441,Essay,503323.69,21.63,1
31442,Study for test,600337.44,23.84,3
31443,Project,465197.19,2.65,4
31444,Essay,604419.94,2.28,2
31445,Math problems,870733.67,13.34,4
31446,Discussion post,770874.89,4.08,1
31447,Reading,385589.74,13.06,5
31448,Project,405016.94,10.37,2
31449,Math problems,143487.29,2.22,3
31450,Study for test,712610.52,1.36,3
31451,Research paper,383833.64,4.53,4
31452,Study for test,248294.22,17.01,3
31453,Project,618675.39,8.21,5
31454,Project,27180.4,25.56,4
31455,Research paper,408929.41,11.98,2
31456,Study for test,251483.44,7.82,5
31457,Math problems,627166.8,8.4,5
31458,Essay,402971.57,13.93,2
31459,Study for test,230075.93,6.79,1
31460,Study for test,707084.7,5.93,3
31461,Reading,243806.64,20.59,1
31462,Study for test,822819.29,4.29,5
31463,Research paper,858044.93,5.42,1
31464,Project,205090.2,27.53,3
31465,Reading,779665.91,10.87,2
31466,Presentation,440194.44,26.94,2
31467,Project,536914.46,3.78,3
31468,Essay,616655.07,3.33,5
31469,Project,229965.52,1.8,2
31470,Discussion post,640647.68,2.16,2
31471,Discussion post,253700.25,17.55,3
31472,Reading,517819.38,10.97,5
31473,Research paper,24964.25,20.57,2
31474,Project,117536.02,8.78,5
31475,Research paper,266207.74,11.92,1
31476,Essay,682225.73,3.25,3
31477,Math problems,188714.6,6.75,1
31478,Math problems,729037.79,17.21,2
31479,Project,337857.7,10.18,5
31480,Study for test,843345.84,6.67,3
31481,Lab report,33152.52,5.57,5
31482,Project,492667.68,4.14,3
31483,Math problems,660663.67,17.7,1
31484,Reading,201350.41,20.36,5
31485,Math problems,263315.1,6.02,2
31486,Essay,360698.75,5.72,1
31487,Reading,104019.28,10.12,5
31488,Discussion post,32659.98,7.85,3
31489,Lab report,116926.62,11.3,5
31490,Math problems,331157.51,1.49,3
31491,Study for test,474222.76,8.52,4
31492,Lab report,575562.17,14.3,1
31493,Coding assignment,99907.78,11.23,4
31494,Coding assignment,869542.93,8.07,2
31495,Discussion post,553086.2,4.78,5
31496,Reading,254606.34,5.23,3
31497,Project,654272.44,11.05,4
31498,Discussion post,761471.06,4.34,2
31499,Essay,616535.08,11.04,3
31500,Math problems,624111.85,15.56,2
31501,Project,654589.98,9.69,2
31502,Lab report,643157.87,4.1,3
31503,Research paper,756038.98,3.19,1
31504,Study for test,850169.47,11.44,1
31505,Project,217119.6,19.58,2
31506,Discussion post,159865.86,1.91,1
31507,Discussion post,736522.6,23.87,1
31508,Discussion post,157390.19,5.14,5
31509,Lab report,497939.47,14.27,5
31510,Project,798562.67,10.12,4
31511,Study for test,133411.09,3.92,5
31512,Essay,733040.14,20.68,1
31513,Math problems,76497.73,4.61,4
31514,Reading,804321.12,10.24,5
31515,Project,614450.31,10.97,2
31516,Lab report,230218.79,10.82,1
31517,Research paper,739071.15,3.19,4
31518,Project,247944.56,9.17,1
31519,Lab report,649076.08,20.77,5
31520,Research paper,330209.94,18.0,1
31521,Research paper,811376.32,12.46,5
31522,Lab report,347153.13,15.21,4
31523,Essay,481593.74,4.83,3
31524,Reading,98829.67,6.71,1
31525,Project,77457.35,5.22,4
31526,Coding assignment,122651.46,22.97,2
31527,Project,634058.63,20.59,4
31528,Essay,413257.63,9.84,4
31529,Essay,722165.94,22.75,2
31530,Study for test,263967.6,6.78,5
31531,Project,97391.46,2.72,3
31532,Math problems,307306.53,13.24,4
31533,Lab report,476.58,3.44,3
31534,Reading,220585.71,23.81,5
31535,Presentation,418737.47,6.6,2
31536,Discussion post,32994.9,15.67,2
31537,Lab report,43035.78,5.39,4
31538,Research paper,595197.64,11.74,3
31539,Project,674839.64,5.29,4
31540,Reading,48142.86,22.67,2
31541,Lab report,196547.5,20.16,4
31542,Presentation,173792.16,9.73,3
31543,Math problems,184683.97,12.2,2
31544,Lab report,24817.33,9.02,5
31545,Discussion post,24523.12,16.11,4
31546,Discussion post,470756.83,4.29,1
31547,Research paper,779354.37,5.99,5
31548,Lab report,55544.35,8.23,5
31549,Study for test,563098.67,16.2,4
31550,Coding assignment,646603.14,11.69,3
31551,Presentation,567946.21,4.96,5
31552,Project,563927.28,10.73,1
31553,Essay,459055.72,5.39,1
31554,Essay,636061.84,5.71,4
31555,Presentation,628984.31,17.77,1
31556,Math problems,737366.13,21.91,4
31557,Lab report,329934.98,7.78,5
31558,Coding assignment,647206.18,18.17,2
31559,Essay,644776.66,29.72,3
31560,Study for test,306651.32,7.27,3
31561,Research paper,801552.33,7.04,1
31562,Project,655199.45,3.23,3
31563,Lab report,655266.59,14.43,2
31564,Lab report,260590.79,13.33,3
31565,Lab report,541449.21,10.03,4
31566,Research paper,205790.48,15.67,2
31567,Math problems,807212.77,19.27,3
31568,Coding assignment,812342.99,4.41,1
31569,Coding assignment,360110.03,13.84,1
31570,Reading,80898.76,9.34,1
31571,Project,177838.71,8.4,2
31572,Research paper,142485.07,4.84,3
31573,Essay,260219.68,11.02,4
31574,Research paper,498957.64,10.54,5
31575,Math problems,472455.52,17.64,4
31576,Reading,235602.13,7.32,5
31577,Math problems,782259.03,21.59,4
31578,Coding assignment,727106.22,6.33,4
31579,Presentation,459392.55,7.75,5
31580,Discussion post,693396.34,2.08,1
31581,Essay,453573.27,20.31,3
31582,Reading,779399.85,15.99,3
31583,Research paper,804476.05,3.97,5
31584,Presentation,839933.31,3.33,3
31585,Discussion post,28096.34,16.77,4
31586,Reading,389423.41,9.35,5
31587,Research paper,725092.53,10.49,3
31588,Study for test,623114.78,19.71,2
31589,Reading,290914.88,9.92,5
31590,Essay,637936.65,11.89,2
31591,Research paper,791164.18,11.16,1
31592,Math problems,371930.54,7.04,5
31593,Discussion post,493639.55,6.28,1
31594,Project,821531.94,5.97,3
31595,Lab report,134467.5,8.42,4
31596,Lab report,54277.01,5.66,2
31597,Math problems,419273.43,4.84,3
31598,Presentation,662544.83,8.01,1
31599,Reading,176459.36,25.19,3
31600,Reading,531540.04,3.34,2
31601,Essay,487604.64,3.75,4
31602,Discussion post,77644.89,13.53,2
31603,Research paper,763137.21,3.86,3
31604,Study for test,340881.24,12.3,5
31605,Research paper,582940.73,20.67,4
31606,Research paper,808787.82,17.74,4
31607,Essay,592517.04,10.78,2
31608,Reading,42634.32,4.35,5
31609,Presentation,425310.92,16.05,3
31610,Presentation,284514.92,3.93,4
31611,Project,455954.8,1.87,2
31612,Coding assignment,497378.62,8.31,1
31613,Math problems,72119.46,29.87,5
31614,Essay,533001.31,9.72,5
31615,Coding assignment,42442.31,2.63,5
31616,Lab report,44244.33,3.95,5
31617,Lab report,324834.47,11.48,5
31618,Project,278413.07,13.63,2
31619,Lab report,344619.13,9.31,1
31620,Discussion post,194101.44,2.15,4
31621,Essay,514660.89,13.14,4
31622,Reading,528619.34,21.22,5
31623,Coding assignment,842892.61,8.48,3
31624,Lab report,330521.14,12.54,4
31625,Research paper,755965.55,2.27,4
31626,Reading,129068.49,1.57,3
31627,Study for test,410629.92,9.98,5
31628,Study for test,242388.36,8.46,5
31629,Presentation,294132.25,8.1,2
31630,Project,547695.36,10.35,5
31631,Project,646459.69,4.38,1
31632,Discussion post,313783.21,17.35,3
31633,Research paper,799745.86,1.12,4
31634,Discussion post,649620.06,5.22,1
31635,Lab report,9860.14,4.92,4
31636,Study for test,172528.28,14.7,2
31637,Reading,407093.44,3.83,2
31638,Essay,361960.97,3.79,5
31639,Coding assignment,561357.5,4.25,1
31640,Project,828918.76,4.94,4
31641,Discussion post,374931.0,14.23,1
31642,Coding assignment,382395.28,15.41,2
31643,Math problems,158745.56,18.66,4
31644,Math problems,715708.0,5.3,1
31645,Presentation,406715.55,8.43,2
31646,Presentation,89572.83,3.95,3
31647,Reading,596404.57,11.52,1
31648,Coding assignment,112408.66,10.5,2
31649,Essay,351539.49,20.03,5
31650,Reading,152613.52,11.18,1
31651,Math problems,182606.52,2.41,5
31652,Presentation,425083.95,14.64,5
31653,Project,421654.23,5.66,1
31654,Discussion post,593739.34,3.74,4
31655,Presentation,743653.32,3.65,1
31656,Project,291276.07,15.52,4
31657,Reading,298899.09,18.74,4
31658,Lab report,722570.64,11.17,1
31659,Presentation,290995.42,11.72,1
31660,Coding assignment,845749.82,16.59,4
31661,Project,4491.29,5.87,3
31662,Coding assignment,227379.35,11.33,1
31663,Research paper,863557.83,17.93,4
31664,Project,796455.83,6.96,3
31665,Lab report,519692.17,11.62,3
31666,Reading,839536.29,8.94,1
31667,Coding assignment,722785.53,6.98,3
31668,Discussion post,527877.36,8.06,5
31669,Discussion post,262526.54,3.97,3
31670,Reading,417274.2,15.98,1
31671,Essay,25450.96,2.94,1
31672,Research paper,45400.56,10.44,1
31673,Research paper,28059.72,5.91,1
31674,Research paper,28385.77,9.78,1
31675,Study for test,730271.48,21.68,3
31676,Study for test,224817.71,21.86,3
31677,Presentation,674405.24,11.54,3
31678,Math problems,431974.39,2.2,1
31679,Coding assignment,281434.55,4.23,4
31680,Research paper,831790.78,23.75,2
31681,Presentation,873179.84,16.38,2
31682,Math problems,57306.05,2.62,3
31683,Lab report,87671.38,10.88,3
31684,Research paper,638886.51,19.76,5
31685,Lab report,779731.74,5.47,2
31686,Coding assignment,671836.67,4.8,1
31687,Coding assignment,482310.66,2.87,3
31688,Discussion post,362400.97,25.51,1
31689,Reading,410605.79,4.49,3
31690,Essay,36332.83,18.61,3
31691,Lab report,473015.9,9.78,5
31692,Essay,580580.49,17.17,2
31693,Math problems,548992.65,18.24,1
31694,Math problems,268053.58,9.57,1
31695,Research paper,675716.02,14.78,4
31696,Lab report,823288.02,17.08,1
31697,Project,194080.57,14.74,1
31698,Discussion post,773064.57,4.16,4
31699,Project,11755.93,14.19,2
31700,Research paper,606242.15,3.11,3
31701,Presentation,15908.09,22.33,5
31702,Reading,673782.56,16.76,2
31703,Presentation,565684.95,4.79,4
31704,Presentation,714552.42,11.61,1
31705,Math problems,509926.06,4.48,5
31706,Reading,349692.52,8.54,3
31707,Presentation,742196.1,12.57,1
31708,Coding assignment,425976.17,14.67,2
31709,Study for test,533976.27,10.2,2
31710,Essay,778583.77,5.53,1
31711,Coding assignment,449437.53,3.52,3
31712,Coding assignment,29225.23,2.14,1
31713,Study for test,668973.02,3.37,1
31714,Math problems,685533.78,5.99,1
31715,Lab report,499068.44,2.32,5
31716,Math problems,637945.49,11.07,1
31717,Project,48458.11,10.86,2
31718,Study for test,594390.32,2.31,4
31719,Project,20003.75,9.65,1
31720,Math problems,234057.19,25.53,3
31721,Research paper,626921.97,17.54,3
31722,Coding assignment,48253.54,12.69,2
31723,Math problems,507474.86,5.78,1
31724,Essay,680701.75,4.99,5
31725,Reading,660594.83,28.83,1
31726,Project,291778.08,4.27,5
31727,Coding assignment,390329.01,7.42,5
31728,Math problems,364242.17,7.31,5
31729,Math problems,734787.75,6.04,4
31730,Coding assignment,330883.98,5.86,4
31731,Research paper,431626.43,6.93,4
31732,Lab report,30008.13,3.92,1
31733,Coding assignment,680215.34,7.9,3
31734,Presentation,467445.09,8.45,5
31735,Lab report,273228.39,4.83,1
31736,Discussion post,26800.61,5.34,4
31737,Math problems,845673.25,10.99,2
31738,Research paper,666315.88,10.93,1
31739,Reading,370860.43,1.55,2
31740,Math problems,697703.32,5.23,3
31741,Reading,597066.97,15.7,3
31742,Essay,759274.3,2.42,5
